Date,Name,Symbol,Open,High,Low,Close,Volume
2022-01-16,NEO,NEO-USD,25.3784122467041,25.406288146972656,24.877948760986328,25.155349731445312,69902914
2022-01-17,NEO,NEO-USD,25.156936645507812,25.20473861694336,23.677045822143555,23.992460250854492,82130754
2022-01-18,NEO,NEO-USD,23.99203872680664,25.770605087280273,23.570934295654297,25.43952178955078,179733142
2022-01-19,NEO,NEO-USD,25.441049575805664,26.00042152404785,23.723678588867188,23.91695785522461,126573358
2022-01-20,NEO,NEO-USD,23.91608428955078,24.658334732055664,22.69599723815918,22.697589874267578,73986866
2022-01-21,NEO,NEO-USD,22.710527420043945,22.936750411987305,19.391517639160156,19.53615951538086,138610250
2022-01-22,NEO,NEO-USD,19.541976928710938,19.98466682434082,16.50162124633789,17.809789657592773,171203563
2022-01-23,NEO,NEO-USD,17.81264877319336,18.855985641479492,17.682628631591797,18.573009490966797,100332789
2022-01-24,NEO,NEO-USD,18.573171615600586,18.57556915283203,16.205413818359375,18.10115623474121,140086996
2022-01-25,NEO,NEO-USD,18.102279663085938,18.3480224609375,17.613723754882812,18.232933044433594,92080604
2022-01-26,NEO,NEO-USD,18.228286743164062,19.712095260620117,17.80422592163086,18.16158676147461,115942789
2022-01-27,NEO,NEO-USD,18.1543025970459,18.396066665649414,17.3447265625,18.082902908325195,91791407
2022-01-28,NEO,NEO-USD,18.0761661529541,19.079647064208984,17.84571647644043,19.06962013244629,79281796
2022-01-29,NEO,NEO-USD,19.068601608276367,19.60392951965332,18.99057388305664,19.3030948638916,73665455
2022-01-30,NEO,NEO-USD,19.308368682861328,20.15865135192871,19.061290740966797,19.57577133178711,76107007
2022-01-31,NEO,NEO-USD,19.575441360473633,19.733388900756836,18.708524703979492,19.72410774230957,80535688
2022-02-01,NEO,NEO-USD,19.72374725341797,20.423507690429688,19.67778205871582,19.919593811035156,72924494
2022-02-02,NEO,NEO-USD,19.920368194580078,21.36336326599121,19.903156280517578,20.164386749267578,179127267
2022-02-03,NEO,NEO-USD,20.163881301879883,20.381446838378906,19.34144401550293,20.072378158569336,86992784
2022-02-04,NEO,NEO-USD,20.072406768798828,22.454742431640625,20.072406768798828,22.419090270996094,181826946
2022-02-05,NEO,NEO-USD,22.42113494873047,22.93532943725586,21.906618118286133,22.144573211669922,116619727
2022-02-06,NEO,NEO-USD,22.142362594604492,22.56373405456543,21.676115036010742,22.55573844909668,81467177
2022-02-07,NEO,NEO-USD,22.555479049682617,23.77092170715332,22.207117080688477,23.70460319519043,132600518
2022-02-08,NEO,NEO-USD,23.712886810302734,24.037147521972656,22.027053833007812,23.023635864257812,136507879
2022-02-09,NEO,NEO-USD,23.01593780517578,24.071638107299805,22.492929458618164,23.990114212036133,106266687
2022-02-10,NEO,NEO-USD,23.994646072387695,25.392486572265625,23.81005096435547,23.841310501098633,254397603
2022-02-11,NEO,NEO-USD,23.84163475036621,25.388246536254883,21.927562713623047,22.23997688293457,174869905
2022-02-12,NEO,NEO-USD,22.241363525390625,22.35076904296875,21.181316375732422,21.499502182006836,119589981
2022-02-13,NEO,NEO-USD,21.497587203979492,22.16387176513672,20.99207305908203,21.834306716918945,92894798
2022-02-14,NEO,NEO-USD,21.821029663085938,21.821029663085938,20.744857788085938,21.333866119384766,87036907
2022-02-15,NEO,NEO-USD,21.33240509033203,22.73912239074707,21.295677185058594,22.660188674926758,89637389
2022-02-16,NEO,NEO-USD,22.660526275634766,26.000757217407227,22.436931610107422,25.735397338867188,451423045
2022-02-17,NEO,NEO-USD,25.727617263793945,25.74095916748047,23.452320098876953,23.63612174987793,250536543
2022-02-18,NEO,NEO-USD,23.64319610595703,27.032682418823242,23.55385971069336,26.27109718322754,644202680
2022-02-19,NEO,NEO-USD,26.25905990600586,27.260692596435547,24.56361198425293,25.04693031311035,366277967
2022-02-20,NEO,NEO-USD,25.04545021057129,26.137020111083984,22.727989196777344,23.131954193115234,313063545
2022-02-21,NEO,NEO-USD,23.12887191772461,24.11684226989746,20.077098846435547,20.154653549194336,271864824
2022-02-22,NEO,NEO-USD,20.15666961669922,20.71330451965332,19.37807846069336,20.596614837646484,189015796
2022-02-23,NEO,NEO-USD,20.595298767089844,20.975130081176758,19.443899154663086,19.5425968170166,166918590
2022-02-24,NEO,NEO-USD,19.53838539123535,21.386066436767578,17.091474533081055,21.384506225585938,372786364
2022-02-25,NEO,NEO-USD,21.378009796142578,21.668466567993164,19.958454132080078,21.494903564453125,274687085
2022-02-26,NEO,NEO-USD,21.49555778503418,22.037193298339844,20.71430206298828,20.963117599487305,156448921
2022-02-27,NEO,NEO-USD,20.956029891967773,21.137847900390625,19.58705711364746,19.880823135375977,157433696
2022-02-28,NEO,NEO-USD,19.878938674926758,22.929235458374023,19.632831573486328,22.929235458374023,235714917
