Date,Name,Symbol,Open,High,Low,Close,Volume
2022-01-15,The Sandbox,SAND-USD,4.9018049240112305,4.915057182312012,4.79547119140625,4.851987838745117,481784072
2022-01-16,The Sandbox,SAND-USD,4.851324081420898,5.048541069030762,4.759284019470215,4.9032368659973145,630602020
2022-01-17,The Sandbox,SAND-USD,4.904497146606445,4.942490100860596,4.535472869873047,4.604522228240967,628001366
2022-01-18,The Sandbox,SAND-USD,4.605340957641602,4.638666152954102,4.387096881866455,4.469878196716309,588967252
2022-01-19,The Sandbox,SAND-USD,4.4697980880737305,4.477149963378906,4.145449161529541,4.229094982147217,584728862
2022-01-20,The Sandbox,SAND-USD,4.230287075042725,4.44625186920166,3.9323649406433105,3.9327359199523926,403692669
2022-01-21,The Sandbox,SAND-USD,3.9346189498901367,4.0012431144714355,3.251504898071289,3.3367819786071777,1083927254
2022-01-22,The Sandbox,SAND-USD,3.3379979133605957,3.393963098526001,2.634690999984741,2.9826300144195557,1459166837
2022-01-23,The Sandbox,SAND-USD,2.990009069442749,3.241178035736084,2.9396300315856934,3.1239349842071533,839959738
2022-01-24,The Sandbox,SAND-USD,3.124872922897339,3.124872922897339,2.640047073364258,2.997718095779419,992117612
2022-01-25,The Sandbox,SAND-USD,2.997493028640747,3.0948901176452637,2.8875861167907715,3.0427680015563965,659155339
2022-01-26,The Sandbox,SAND-USD,3.0408730506896973,3.393035888671875,2.981549024581909,3.0835609436035156,1074877825
2022-01-27,The Sandbox,SAND-USD,3.082612991333008,3.5367190837860107,2.9823529720306396,3.3813629150390625,1291555756
2022-01-28,The Sandbox,SAND-USD,3.3800079822540283,3.5511960983276367,3.2665600776672363,3.4898319244384766,1049328194
2022-01-29,The Sandbox,SAND-USD,3.489208936691284,3.895616054534912,3.4769198894500732,3.8717050552368164,1152568086
2022-01-30,The Sandbox,SAND-USD,3.875797986984253,4.065347194671631,3.699726104736328,3.870776891708374,1141772001
2022-01-31,The Sandbox,SAND-USD,3.870250940322876,4.1516900062561035,3.6660799980163574,4.101747989654541,1280521564
2022-02-01,The Sandbox,SAND-USD,4.099390029907227,4.104691028594971,3.887176990509033,3.9768319129943848,784787749
2022-02-02,The Sandbox,SAND-USD,3.977458953857422,4.013171195983887,3.659389019012451,3.6684839725494385,711442550
2022-02-03,The Sandbox,SAND-USD,3.6672260761260986,3.6939470767974854,3.513964891433716,3.6619980335235596,705220623
2022-02-04,The Sandbox,SAND-USD,3.662501096725464,4.008430004119873,3.634006977081299,4.005184173583984,796433025
2022-02-05,The Sandbox,SAND-USD,4.005102157592773,4.491765022277832,3.9789741039276123,4.35038423538208,1449787935
2022-02-06,The Sandbox,SAND-USD,4.350193977355957,4.674246788024902,4.350193977355957,4.644731044769287,1337889124
2022-02-07,The Sandbox,SAND-USD,4.644042015075684,4.847390174865723,4.550728797912598,4.670135974884033,1131319924
2022-02-08,The Sandbox,SAND-USD,4.671555995941162,4.810737133026123,4.331057071685791,4.810431003570557,1337622070
2022-02-09,The Sandbox,SAND-USD,4.804446220397949,4.849152088165283,4.543506145477295,4.7025628089904785,958885046
2022-02-10,The Sandbox,SAND-USD,4.7024312019348145,4.755015850067139,4.381706237792969,4.401285171508789,1341500704
2022-02-11,The Sandbox,SAND-USD,4.4023637771606445,4.5412068367004395,4.07087516784668,4.1973981857299805,993090008
2022-02-12,The Sandbox,SAND-USD,4.1977410316467285,4.382221221923828,4.125284194946289,4.21487283706665,1055032451
2022-02-13,The Sandbox,SAND-USD,4.213539123535156,4.320018768310547,3.981652021408081,4.080985069274902,660377167
2022-02-14,The Sandbox,SAND-USD,4.079216957092285,4.08656120300293,3.8837881088256836,4.028763771057129,899889877
2022-02-15,The Sandbox,SAND-USD,4.0284528732299805,4.407149791717529,4.0033698081970215,4.398210048675537,1082408812
2022-02-16,The Sandbox,SAND-USD,4.401226043701172,4.447624206542969,4.073352813720703,4.17781400680542,1073956898
2022-02-17,The Sandbox,SAND-USD,4.1767730712890625,4.2449140548706055,3.719011068344116,3.7358651161193848,1082511456
2022-02-18,The Sandbox,SAND-USD,3.7366650104522705,3.835191011428833,3.5707740783691406,3.6078479290008545,846822905
2022-02-19,The Sandbox,SAND-USD,3.6072709560394287,3.644861936569214,3.420322895050049,3.5022389888763428,649526643
2022-02-20,The Sandbox,SAND-USD,3.502768039703369,3.502768039703369,3.1623001098632812,3.202908992767334,818577301
2022-02-21,The Sandbox,SAND-USD,3.2022221088409424,3.412688970565796,2.894423007965088,2.900876998901367,1278382708
2022-02-22,The Sandbox,SAND-USD,2.9017419815063477,3.1750099658966064,2.832192897796631,3.156964063644409,1177995566
2022-02-23,The Sandbox,SAND-USD,3.1583759784698486,3.287303924560547,2.994067907333374,2.998249053955078,1079627672
2022-02-24,The Sandbox,SAND-USD,2.9962921142578125,3.0856258869171143,2.6446681022644043,3.0276529788970947,1640269852
2022-02-25,The Sandbox,SAND-USD,3.0280840396881104,3.1931610107421875,2.9138989448547363,3.163611888885498,1159278764
2022-02-26,The Sandbox,SAND-USD,3.1636910438537598,3.2630789279937744,3.0669939517974854,3.0932769775390625,773793398
2022-02-27,The Sandbox,SAND-USD,3.0924530029296875,3.1344521045684814,2.8675949573516846,2.9013290405273438,944722155
2022-02-28,The Sandbox,SAND-USD,2.90026593208313,3.2122509479522705,2.8406710624694824,3.205504894256592,1035636036
2022-03-01,The Sandbox,SAND-USD,3.206233024597168,3.376086950302124,3.1174569129943848,3.363166093826294,1447925272
2022-03-02,The Sandbox,SAND-USD,3.3635120391845703,3.423567056655884,3.2318830490112305,3.2764580249786377,1174843001
2022-03-03,The Sandbox,SAND-USD,3.2767059803009033,3.2905681133270264,3.065951108932495,3.141757011413574,896561583
2022-03-04,The Sandbox,SAND-USD,3.142888069152832,3.1459739208221436,2.8773610591888428,2.9102818965911865,797910881
2022-03-05,The Sandbox,SAND-USD,2.911639928817749,3.0397849082946777,2.873924970626831,3.0103089809417725,513206405
2022-03-06,The Sandbox,SAND-USD,3.0104269981384277,3.0522360801696777,2.844312906265259,2.850269079208374,496348152
2022-03-07,The Sandbox,SAND-USD,2.8499200344085693,2.937714099884033,2.7198750972747803,2.7842929363250732,652134017
2022-03-08,The Sandbox,SAND-USD,2.7839479446411133,2.8919029235839844,2.7699999809265137,2.8203330039978027,536154988
2022-03-09,The Sandbox,SAND-USD,2.8221259117126465,3.0075008869171143,2.8221259117126465,2.964193105697632,593776615
2022-03-10,The Sandbox,SAND-USD,2.9637370109558105,2.9791131019592285,2.779841899871826,2.8319900035858154,519853962
2022-03-11,The Sandbox,SAND-USD,2.831839084625244,2.8582708835601807,2.7557640075683594,2.7790019512176514,438481288
2022-03-12,The Sandbox,SAND-USD,2.779266119003296,2.8263840675354004,2.7770559787750244,2.7845609188079834,296459764
2022-03-13,The Sandbox,SAND-USD,2.784008026123047,2.935823917388916,2.6976370811462402,2.721096992492676,519529323
2022-03-14,The Sandbox,SAND-USD,2.720659017562866,2.7762510776519775,2.6802120208740234,2.750709056854248,430080456
2022-03-15,The Sandbox,SAND-USD,2.7503600120544434,2.7663910388946533,2.676762104034424,2.7381250858306885,370608350
2022-03-16,The Sandbox,SAND-USD,2.738184928894043,3.2414660453796387,2.6952219009399414,3.2414660453796387,1541483554
2022-03-17,The Sandbox,SAND-USD,3.244863986968994,3.3406949043273926,3.145488977432251,3.210598945617676,1278028798
2022-03-18,The Sandbox,SAND-USD,3.209656000137329,3.2328920364379883,3.0296010971069336,3.2186970710754395,856550249
2022-03-19,The Sandbox,SAND-USD,3.218453884124756,3.291512966156006,3.130934953689575,3.2312710285186768,812700496
2022-03-20,The Sandbox,SAND-USD,3.2316339015960693,3.236237049102783,3.0548770427703857,3.086364984512329,535134195
2022-03-21,The Sandbox,SAND-USD,3.086059093475342,3.1278910636901855,3.0093209743499756,3.0824949741363525,596602161
2022-03-22,The Sandbox,SAND-USD,3.0817689895629883,3.1923251152038574,3.058893918991089,3.1183700561523438,611145370
2022-03-23,The Sandbox,SAND-USD,3.118927001953125,3.3246519565582275,3.0782439708709717,3.3097119331359863,914453208
2022-03-24,The Sandbox,SAND-USD,3.3087871074676514,3.507720947265625,3.3027560710906982,3.461000919342041,1307126849
2022-03-25,The Sandbox,SAND-USD,3.4610400199890137,3.582808017730713,3.3475029468536377,3.3681159019470215,790943296
2022-03-26,The Sandbox,SAND-USD,3.368464946746826,3.4093170166015625,3.3263680934906006,3.3936049938201904,373132619
2022-03-27,The Sandbox,SAND-USD,3.393994092941284,3.583017110824585,3.323209047317505,3.573352098464966,577270853
2022-03-28,The Sandbox,SAND-USD,3.5736310482025146,3.678133964538574,3.4572649002075195,3.462568998336792,790381714
2022-03-29,The Sandbox,SAND-USD,3.460566997528076,3.6410770416259766,3.429287910461426,3.509429931640625,723130271
2022-03-30,The Sandbox,SAND-USD,3.5089569091796875,3.5953528881073,3.3854899406433105,3.526211977005005,725831261
2022-03-31,The Sandbox,SAND-USD,3.5244600772857666,3.8288979530334473,3.3479340076446533,3.380974054336548,1172193140
2022-04-01,The Sandbox,SAND-USD,3.3835508823394775,3.5500359535217285,3.250274896621704,3.5132908821105957,797149569
2022-04-02,The Sandbox,SAND-USD,3.5133121013641357,3.667078971862793,3.441538095474243,3.4502649307250977,868181843
2022-04-03,The Sandbox,SAND-USD,3.449578046798706,3.592499017715454,3.3940789699554443,3.5349559783935547,574865306
2022-04-04,The Sandbox,SAND-USD,3.5354061126708984,3.5549230575561523,3.323725938796997,3.469360113143921,646440116
2022-04-05,The Sandbox,SAND-USD,3.469494104385376,3.489906072616577,3.3292510509490967,3.331559896469116,489454208
2022-04-06,The Sandbox,SAND-USD,3.3310840129852295,3.3333749771118164,2.96307110786438,2.96307110786438,788967896
2022-04-07,The Sandbox,SAND-USD,2.9649980068206787,3.0966310501098633,2.9108009338378906,3.083127975463867,404963000
2022-04-08,The Sandbox,SAND-USD,3.0828919410705566,3.115802049636841,2.8775858879089355,2.9007489681243896,353967498
2022-04-09,The Sandbox,SAND-USD,2.9009768962860107,3.0057740211486816,2.9009768962860107,3.0057740211486816,265526910
2022-04-10,The Sandbox,SAND-USD,3.005837917327881,3.025402069091797,2.8927950859069824,2.8927950859069824,260144101
2022-04-11,The Sandbox,SAND-USD,2.8928029537200928,2.906841993331909,2.658015012741089,2.6697490215301514,519687833
2022-04-12,The Sandbox,SAND-USD,2.670835018157959,2.8237431049346924,2.670835018157959,2.782421112060547,399925278
2022-04-13,The Sandbox,SAND-USD,2.781982898712158,2.8869450092315674,2.7518470287323,2.8699231147766113,321784424
2022-04-14,The Sandbox,SAND-USD,2.869365930557251,2.9161860942840576,2.714202880859375,2.780881881713867,349909147
2022-04-15,The Sandbox,SAND-USD,2.781059980392456,2.8201870918273926,2.7559149265289307,2.8036389350891113,189256519
2022-04-16,The Sandbox,SAND-USD,2.8036139011383057,2.901279926300049,2.7773830890655518,2.8226799964904785,234480315
2022-04-17,The Sandbox,SAND-USD,2.8221960067749023,2.8221960067749023,2.6691548824310303,2.6856210231781006,225070720
2022-04-18,The Sandbox,SAND-USD,2.6860759258270264,2.7715439796447754,2.5683629512786865,2.7466700077056885,347624514
2022-04-19,The Sandbox,SAND-USD,2.7469348907470703,3.0113608837127686,2.7209091186523438,2.9248719215393066,671835029
2022-04-20,The Sandbox,SAND-USD,2.924612045288086,3.085983991622925,2.816943883895874,2.862657070159912,655435621
2022-04-21,The Sandbox,SAND-USD,2.862605094909668,2.943506956100464,2.7133779525756836,2.761439085006714,437315788
2022-04-22,The Sandbox,SAND-USD,2.7608330249786377,2.8137409687042236,2.7142679691314697,2.7475130558013916,330626121
2022-04-23,The Sandbox,SAND-USD,2.747713088989258,2.7570319175720215,2.682478904724121,2.700498104095459,241234387
2022-04-24,The Sandbox,SAND-USD,2.6995561122894287,2.827353000640869,2.670206069946289,2.7709689140319824,313474274
