Date,ARIMA_Forecast_Close
2026-01-16,0.4355007561637974
2026-01-17,0.43212287390507065
2026-01-18,0.4299994615956468
2026-01-19,0.4301395425817332
2026-01-20,0.42949509835778277
2026-01-21,0.4295106778275721
2026-01-22,0.4299248343755269
2026-01-23,0.43002012907643333
2026-01-24,0.4300592358326434
2026-01-25,0.43011365116987776
2026-01-26,0.430079979869703
2026-01-27,0.4300461813284686
2026-01-28,0.4300396933961364
2026-01-29,0.43003182143738666
2026-01-30,0.4300300442907551
2026-01-31,0.43003497788417855
2026-02-01,0.43003738059531715
2026-02-02,0.4300382986652321
2026-02-03,0.4300391027169634
2026-02-04,0.43003886863484114
2026-02-05,0.43003837175887955
2026-02-06,0.4300381786617558
2026-02-07,0.4300380516205342
2026-02-08,0.4300380046519887
2026-02-09,0.43003805695007447
2026-02-10,0.4300381006712701
2026-02-11,0.4300381208496115
2026-02-12,0.4300381341879079
2026-02-13,0.43003813401938107
2026-02-14,0.43003812750771814
2026-02-15,0.43003812355938126
2026-02-16,0.4300381212579944
2026-02-17,0.43003812024364574
2026-02-18,0.43003812070087377
2026-02-19,0.4300381213782019
2026-02-20,0.4300381217751696
2026-02-21,0.4300381220131066
2026-02-22,0.4300381220573852
2026-02-23,0.4300381219815848
2026-02-24,0.43003812191347685
2026-02-25,0.43003812187122653
2026-02-26,0.4300381218506546
2026-02-27,0.43003812185246293
2026-02-28,0.4300381218618018
2026-03-01,0.43003812186886486
2026-03-02,0.4300381218731931
2026-03-03,0.4300381218745755
2026-03-04,0.43003812187385804
2026-03-05,0.4300381218728092
2026-03-06,0.4300381218720611
2026-03-07,0.43003812187166035
2026-03-08,0.4300381218716071
2026-03-09,0.43003812187172025
2026-03-10,0.4300381218718356
2026-03-11,0.4300381218719129
2026-03-12,0.4300381218719451
2026-03-13,0.4300381218719419
2026-03-14,0.43003812187192736
2026-03-15,0.4300381218719148
2026-03-16,0.4300381218719073
2026-03-17,0.4300381218719052
2026-03-18,0.4300381218719063
2026-03-19,0.43003812187190804
2026-03-20,0.4300381218719094
2026-03-21,0.43003812187191004
2026-03-22,0.4300381218719101
2026-03-23,0.43003812187190993
2026-03-24,0.4300381218719097
2026-03-25,0.4300381218719096
2026-03-26,0.43003812187190954
2026-03-27,0.43003812187190954
2026-03-28,0.43003812187190954
2026-03-29,0.43003812187190954
2026-03-30,0.43003812187190954
2026-03-31,0.43003812187190954
2026-04-01,0.43003812187190954
2026-04-02,0.43003812187190954
2026-04-03,0.43003812187190954
2026-04-04,0.43003812187190954
2026-04-05,0.43003812187190954
2026-04-06,0.43003812187190954
2026-04-07,0.43003812187190954
2026-04-08,0.43003812187190954
2026-04-09,0.43003812187190954
2026-04-10,0.43003812187190954
2026-04-11,0.43003812187190954
2026-04-12,0.43003812187190954
2026-04-13,0.43003812187190954
2026-04-14,0.43003812187190954
2026-04-15,0.43003812187190954
