Date,Prophet_Forecast_Close
2026-01-16,0.18336758116523755
2026-01-17,0.18463087360288558
2026-01-18,0.1848010147106151
2026-01-19,0.18409536714325775
2026-01-20,0.18320213909991184
2026-01-21,0.18293342026564036
2026-01-22,0.18078367347243668
2026-01-23,0.18065695418421227
2026-01-24,0.18013169883390356
2026-01-25,0.17857107375393588
2026-01-26,0.1762260866451821
2026-01-27,0.17381564126342397
2026-01-28,0.17217890505246863
2026-01-29,0.16883323204841905
2026-01-30,0.16770092664142686
2026-01-31,0.16637369965458057
2026-02-01,0.1642228156016749
2026-02-02,0.16150213670713776
2026-02-03,0.15892824444661577
2026-02-04,0.15733300487815793
2026-02-05,0.15422181320637024
2026-02-06,0.15350079306868614
2026-02-07,0.1527417889847126
2026-02-08,0.15129313526187593
2026-02-09,0.14938338926072925
2026-02-10,0.1477021904801588
2026-02-11,0.14705359135048782
2026-02-12,0.14491507427134648
2026-02-13,0.14516550952492374
2026-02-14,0.1453508722604271
2026-02-15,0.14479568275530727
2026-02-16,0.14370734043632133
2026-02-17,0.14275749782709166
2026-02-18,0.14273580754161896
2026-02-19,0.1411092469422105
2026-02-20,0.14175026826913162
2026-02-21,0.14220258886649056
2026-02-22,0.14179258545737766
2026-02-23,0.1407334659914819
2026-02-24,0.1397063714484036
2026-02-25,0.1395137499053483
2026-02-26,0.13763821936591
2026-02-27,0.13797018136805675
2026-02-28,0.13807301612164166
2026-03-01,0.1372938407022344
2026-03-02,0.13586702234240566
2026-03-03,0.13449461814140723
2026-03-04,0.13399910232680143
2026-03-05,0.13188161575346938
2026-03-06,0.13204901670886166
2026-03-07,0.13207857922303098
2026-03-08,0.13132833384022435
2026-03-09,0.13004025394938548
2026-03-10,0.1289204673919291
2026-03-11,0.1287918600102276
2026-03-12,0.1271523083593412
2026-03-13,0.12790182015406643
2026-03-14,0.12860742516457968
2026-03-15,0.1286138051715556
2026-03-16,0.1281468570799874
2026-03-17,0.12789435753873
2026-03-18,0.12865908232979226
2026-03-19,0.12791760271871191
2026-03-20,0.12954802111579816
2026-03-21,0.1310954718152627
2026-03-22,0.13188335823789016
2026-03-23,0.13211750383661242
2026-03-24,0.1324673687917632
2026-03-25,0.1337196707065445
2026-03-26,0.1333376180174843
2026-03-27,0.13518900693087824
2026-03-28,0.1368119983531216
2026-03-29,0.13752653941629822
2026-03-30,0.13753860257113187
2026-03-31,0.13752139291041757
2026-04-01,0.13826886319989298
2026-04-02,0.13725474925947634
2026-04-03,0.1383603829500794
2026-04-04,0.13914010798125218
2026-04-05,0.1389322739139778
2026-04-06,0.13796299379975346
2026-04-07,0.13692682990837093
2026-04-08,0.1366397617252551
2026-04-09,0.134597664051072
2026-04-10,0.13470356769975106
2026-04-11,0.13453254287092287
2026-04-12,0.13344219463819113
2026-04-13,0.1316759688823418
2026-04-14,0.12994344448544418
2026-04-15,0.12907297550878066
