Date,Prophet_Forecast_Close
2025-12-22,172.65559097099714
2025-12-23,173.03107252272173
2025-12-24,174.3237793589232
2025-12-25,174.92919185166494
2025-12-26,175.60143666969375
2025-12-27,176.7853101604577
2025-12-28,178.0440935037043
2025-12-29,178.72635232832948
2025-12-30,179.44656039751047
2025-12-31,181.01015892335496
2026-01-01,181.80694129485377
2026-01-02,182.58691011686082
2026-01-03,183.79240315500377
2026-01-04,184.98597014201468
2026-01-05,185.51719114004158
2026-01-06,186.0032752200594
2026-01-07,187.25405136510128
2026-01-08,187.6652429183289
2026-01-09,187.99417517192015
2026-01-10,188.6917164861186
2026-01-11,189.3299396892038
2026-01-12,189.26870012329547
2026-01-13,189.13597549180272
2026-01-14,189.75258636108288
2026-01-15,189.52519594435444
2026-01-16,189.22174622993316
2026-01-17,189.30313826034046
2026-01-18,189.3506504727032
2026-01-19,188.73229816462643
2026-01-20,188.08298528886064
2026-01-21,188.22907265034095
2026-01-22,187.58126537594808
2026-01-23,186.9099798565161
2026-01-24,186.67699990482336
2026-01-25,186.46291671444519
2026-01-26,185.6335550684933
2026-01-27,184.82023510596628
2026-01-28,184.8444905889057
2026-01-29,184.11114225634154
2026-01-30,183.3838811402997
2026-01-31,183.11716536777678
2026-02-01,182.88391808866118
2026-02-02,182.0422215009982
2026-02-03,181.21584847958363
2026-02-04,181.21924484432796
2026-02-05,180.45085306623227
2026-02-06,179.66892483849358
2026-02-07,179.3236191426798
2026-02-08,178.98486730911293
2026-02-09,178.00919483457787
2026-02-10,177.02033734145252
2026-02-11,176.8342608040418
2026-02-12,175.852475231485
2026-02-13,174.83778898337107
2026-02-14,174.24630147115857
2026-02-15,173.65511822055853
2026-02-16,172.42898182736508
2026-02-17,171.20066115731717
2026-02-18,170.79571494874423
2026-02-19,169.6255259457104
2026-02-20,168.46276039391034
2026-02-21,167.7730588174684
2026-02-22,167.14245050169876
2026-02-23,165.94369371530365
2026-02-24,164.81639233867023
2026-02-25,164.5915129554628
2026-02-26,163.68420579407126
2026-02-27,162.86909076481848
2026-02-28,162.6118198963377
2026-03-01,162.49641279753234
2026-03-02,161.8915700724159
2026-03-03,161.43081685277417
2026-03-04,161.93710055881584
2026-03-05,161.81574487175894
2026-03-06,161.8299183359153
2026-03-07,162.43242470887063
2026-03-08,163.19330625163036
2026-03-09,163.46645834302888
2026-03-10,163.87010010442194
2026-03-11,165.2117169279803
2026-03-12,165.8813681572053
2026-03-13,166.62750931682822
2026-03-14,167.88912694748157
2026-03-15,169.22366837427003
2026-03-16,169.9739563699267
2026-03-17,170.74892564040988
2026-03-18,172.34879014263737
2026-03-19,173.1585286583266
2026-03-20,173.92383341206963
2026-03-21,175.0833165181117
