Date,ARIMA_Forecast_Close
2025-12-22,1.2939411030804069
2025-12-23,1.294395874192625
2025-12-24,1.2788466809734838
2025-12-25,1.2785944754685301
2025-12-26,1.2828733804773098
2025-12-27,1.2806753924036922
2025-12-28,1.2811329310968023
2025-12-29,1.282258514342278
2025-12-30,1.2820302398031551
2025-12-31,1.2819309924390148
2026-01-01,1.2821256584573915
2026-01-02,1.2820549889493726
2026-01-03,1.2819978512165522
2026-01-04,1.2820250007126335
2026-01-05,1.2820179575309385
2026-01-06,1.2820051003502326
2026-01-07,1.2820120102386086
2026-01-08,1.2820134546329065
2026-01-09,1.2820113637037878
2026-01-10,1.2820126529127227
2026-01-11,1.2820132528073582
2026-01-12,1.282012733111878
2026-01-13,1.2820128295038664
2026-01-14,1.2820129446890296
2026-01-15,1.2820128229396814
2026-01-16,1.2820128131188888
2026-01-17,1.2820128435492093
2026-01-18,1.2820128253782583
2026-01-19,1.2820128220082545
2026-01-20,1.2820128305928788
2026-01-21,1.2820128288903956
2026-01-22,1.2820128277015137
2026-01-23,1.2820128294057982
2026-01-24,1.2820128292292217
2026-01-25,1.2820128287708514
2026-01-26,1.2820128290204136
2026-01-27,1.2820128290160417
2026-01-28,1.2820128288989168
2026-01-29,1.2820128289378896
2026-01-30,1.282012828952366
2026-01-31,1.2820128289308128
2026-02-01,1.2820128289372652
2026-02-02,1.2820128289431671
2026-02-03,1.282012828939265
2026-02-04,1.282012828939705
2026-02-05,1.2820128289410753
2026-02-06,1.2820128289403017
2026-02-07,1.2820128289401527
2026-02-08,1.2820128289404358
2026-02-09,1.2820128289403132
2026-02-10,1.2820128289402535
2026-02-11,1.2820128289403168
2026-02-12,1.2820128289403065
2026-02-13,1.2820128289402914
2026-02-14,1.282012828940304
2026-02-15,1.2820128289403045
2026-02-16,1.2820128289403006
2026-02-17,1.2820128289403026
2026-02-18,1.282012828940303
2026-02-19,1.282012828940302
2026-02-20,1.2820128289403023
2026-02-21,1.2820128289403026
2026-02-22,1.2820128289403023
2026-02-23,1.2820128289403023
2026-02-24,1.2820128289403023
2026-02-25,1.2820128289403023
2026-02-26,1.2820128289403023
2026-02-27,1.2820128289403023
2026-02-28,1.2820128289403023
2026-03-01,1.2820128289403023
2026-03-02,1.2820128289403023
2026-03-03,1.2820128289403023
2026-03-04,1.2820128289403023
2026-03-05,1.2820128289403023
2026-03-06,1.2820128289403023
2026-03-07,1.2820128289403023
2026-03-08,1.2820128289403023
2026-03-09,1.2820128289403023
2026-03-10,1.2820128289403023
2026-03-11,1.2820128289403023
2026-03-12,1.2820128289403023
2026-03-13,1.2820128289403023
2026-03-14,1.2820128289403023
2026-03-15,1.2820128289403023
2026-03-16,1.2820128289403023
2026-03-17,1.2820128289403023
2026-03-18,1.2820128289403023
2026-03-19,1.2820128289403023
2026-03-20,1.2820128289403023
2026-03-21,1.2820128289403023
