Date,Predicted_Close
2022-01-13,23.76261
2022-01-14,24.666847
2022-01-15,24.975927
2022-01-16,25.205206
2022-01-17,24.445759
2022-01-18,25.42201
2022-01-19,23.95564
2022-01-20,22.813269
2022-01-21,19.763254
2022-01-22,18.213142
2022-01-23,18.506407
2022-01-24,18.310242
2022-01-25,18.25966
2022-01-26,18.223537
2022-01-27,18.13305
2022-01-28,18.792032
2022-01-29,19.048962
2022-01-30,19.07688
2022-01-31,19.716713
2022-02-01,19.8491
2022-02-02,19.928404
2022-02-03,20.155462
2022-02-04,21.687136
2022-02-05,22.365448
2022-02-06,22.14938
2022-02-07,23.623655
2022-02-08,23.285059
2022-02-09,23.826605
2022-02-10,23.887281
2022-02-11,22.573988
2022-02-12,21.43858
2022-02-13,21.660162
2022-02-14,21.510954
2022-02-15,22.312504
2022-02-16,25.149578
2022-02-17,23.884241
2022-02-18,25.955488
2022-02-19,24.777498
2022-02-20,23.214735
2022-02-21,20.21512
2022-02-22,20.508839
2022-02-23,19.677319
2022-02-24,21.155762
2022-02-25,21.294384
2022-02-26,20.818802
2022-02-27,20.127346
2022-02-28,22.579842
2022-03-01,23.946754
2022-03-02,23.832373
2022-03-03,23.626202
2022-03-04,21.758455
2022-03-05,21.723392
2022-03-06,20.692175
2022-03-07,20.592875
2022-03-08,20.592627
2022-03-09,21.204128
2022-03-10,20.748426
2022-03-11,20.051258
2022-03-12,19.816936
2022-03-13,19.5147
2022-03-14,19.431541
2022-03-15,19.433378
2022-03-16,20.322374
2022-03-17,20.670866
2022-03-18,21.177134
2022-03-19,22.002176
2022-03-20,22.570107
2022-03-21,22.847317
2022-03-22,23.722048
2022-03-23,24.169436
2022-03-24,24.42466
2022-03-25,24.17631
2022-03-26,24.810596
2022-03-27,25.613226
2022-03-28,25.604319
2022-03-29,26.49666
2022-03-30,27.995337
2022-03-31,27.019463
2022-04-01,27.938658
2022-04-02,27.470522
2022-04-03,27.812477
2022-04-04,27.164291
2022-04-05,25.810776
2022-04-06,22.915047
2022-04-07,23.089743
2022-04-08,21.945381
2022-04-09,22.135386
2022-04-10,21.705273
2022-04-11,19.795397
2022-04-12,20.30559
2022-04-13,21.088057
2022-04-14,20.655054
2022-04-15,20.810066
2022-04-16,21.57863
2022-04-17,20.715586
2022-04-18,21.06613
2022-04-19,21.800182
2022-04-20,21.617289
2022-04-21,21.162266
2022-04-22,20.95774
2022-04-23,21.39578
2022-04-24,20.442183
2022-04-25,19.933792
2022-04-26,19.13417
2022-04-27,19.019785
2022-04-28,18.839336
2022-04-29,18.400055
2022-04-30,17.185778
2022-05-01,17.621574
2022-05-02,17.658764
2022-05-03,17.798592
2022-05-04,18.55632
2022-05-05,17.64984
2022-05-06,16.970446
2022-05-07,16.254625
2022-05-08,16.02029
2022-05-09,13.6995
2022-05-10,13.80555
2022-05-11,10.748365
2022-05-12,9.912279
2022-05-13,10.154831
2022-05-14,10.55821
2022-05-15,10.956749
2022-05-16,10.501635
2022-05-17,10.573179
2022-05-18,10.686242
2022-05-19,10.094647
2022-05-20,10.349093
2022-05-21,10.135284
2022-05-22,10.426768
2022-05-23,11.012566
2022-05-24,11.130362
2022-05-25,11.312893
2022-05-26,11.149693
2022-05-27,10.520744
2022-05-28,10.411557
2022-05-29,10.392467
2022-05-30,11.026299
2022-05-31,11.527406
2022-06-01,11.308892
2022-06-02,11.19861
2022-06-03,11.250226
2022-06-04,11.247841
2022-06-05,11.419953
2022-06-06,11.552673
2022-06-07,12.10237
2022-06-08,11.906528
2022-06-09,11.942685
2022-06-10,11.827646
2022-06-11,11.412754
2022-06-12,11.029294
2022-06-13,10.722304
2022-06-14,9.718549
2022-06-15,9.923715
2022-06-16,9.171048
2022-06-17,9.161028
2022-06-18,8.707303
2022-06-19,9.021021
2022-06-20,9.011248
2022-06-21,9.204056
2022-06-22,9.0741005
2022-06-23,9.011584
2022-06-24,9.299201
2022-06-25,9.623494
2022-06-26,9.745125
2022-06-27,9.530016
2022-06-28,9.265317
2022-06-29,9.039402
2022-06-30,8.67259
2022-07-01,8.4748535
2022-07-02,8.347896
2022-07-03,8.337202
2022-07-04,8.532693
2022-07-05,8.547584
2022-07-06,8.453573
2022-07-07,8.533122
2022-07-08,9.258311
2022-07-09,9.235171
2022-07-10,9.300901
2022-07-11,8.959645
2022-07-12,8.375712
2022-07-13,8.289564
2022-07-14,8.673552
2022-07-15,8.784733
2022-07-16,9.007239
2022-07-17,9.169745
2022-07-18,9.601203
2022-07-19,10.604236
2022-07-20,10.137645
2022-07-21,9.894413
2022-07-22,10.192736
2022-07-23,10.387667
2022-07-24,10.081846
2022-07-25,10.04321
2022-07-26,9.253526
2022-07-27,9.702594
2022-07-28,10.30186
2022-07-29,11.139072
2022-07-30,11.273757
2022-07-31,11.245659
2022-08-01,11.164069
2022-08-02,11.201466
2022-08-03,10.988179
2022-08-04,10.740081
2022-08-05,10.932506
2022-08-06,11.478457
2022-08-07,11.514913
2022-08-08,11.469226
2022-08-09,11.246335
2022-08-10,11.302607
2022-08-11,11.541976
2022-08-12,11.680805
2022-08-13,11.908403
2022-08-14,11.774638
2022-08-15,11.36624
2022-08-16,11.317753
2022-08-17,11.085189
2022-08-18,10.722897
2022-08-19,10.027512
2022-08-20,9.567706
