Date,Prophet_Forecast_Close
2026-01-16,0.6537703797889386
2026-01-17,0.6624676740126542
2026-01-18,0.6653504001148355
2026-01-19,0.6730313030133078
2026-01-20,0.6814803470437987
2026-01-21,0.6918077115481855
2026-01-22,0.6894307161960298
2026-01-23,0.6985833825972807
2026-01-24,0.7042339313289163
2026-01-25,0.7041156277539259
2026-01-26,0.7088892246556813
2026-01-27,0.7145569698089848
2026-01-28,0.722245041873217
2026-01-29,0.7173705605398359
2026-01-30,0.7241518676097858
2026-01-31,0.7275273473794621
2026-02-01,0.7251881491734175
2026-02-02,0.7277429913813744
2026-02-03,0.7311349305693219
2026-02-04,0.7364268613331046
2026-02-05,0.7289717850801019
2026-02-06,0.7329264300742575
2026-02-07,0.7331733738382585
2026-02-08,0.7273569142537821
2026-02-09,0.7260507567246891
2026-02-10,0.7251772970566257
2026-02-11,0.725795173216926
2026-02-12,0.7132710460434839
2026-02-13,0.7117941300512682
2026-02-14,0.706298583195735
2026-02-15,0.6944989800885388
2026-02-16,0.6870569353894663
2026-02-17,0.6799986777499574
2026-02-18,0.6745002890573272
2026-02-19,0.656056630352169
2026-02-20,0.6489925548328925
2026-02-21,0.6383816117138397
2026-02-22,0.6220775731727914
2026-02-23,0.6108769684655747
2026-02-24,0.6009325490238435
2026-02-25,0.5935345250729098
2026-02-26,0.5742757194534425
2026-02-27,0.5675593580873123
2026-02-28,0.5585148109269785
2026-03-01,0.5450267133276894
2026-03-02,0.5378957341844238
2026-03-03,0.5332509788592634
2026-03-04,0.5323309114977752
2026-03-05,0.520648964835781
2026-03-06,0.5225025568512489
2026-03-07,0.5228908053242031
2026-03-08,0.5195463252654122
2026-03-09,0.5230993095291758
2026-03-10,0.5294937953505876
2026-03-11,0.5397728992343356
2026-03-12,0.5392490721253315
2026-03-13,0.552017967364696
2026-03-14,0.5628810786167049
2026-03-15,0.5693823957021229
2026-03-16,0.5819771424769107
2026-03-17,0.5964523681526952
2026-03-18,0.6137160518450278
2026-03-19,0.6189706619601841
2026-03-20,0.6362296682136496
2026-03-21,0.6502420871913025
2026-03-22,0.6585302538605667
2026-03-23,0.671558850086355
2026-03-24,0.6851549519649381
2026-03-25,0.7002957700382256
2026-03-26,0.7022800618075418
2026-03-27,0.7152417746502858
2026-03-28,0.7240710811781923
2026-03-29,0.7264480990832329
2026-03-30,0.733007441825514
2026-03-31,0.7397534896155257
2026-04-01,0.7478431910435754
2026-04-02,0.7427525157639789
2026-04-03,0.7487852579248512
2026-04-04,0.750989490442995
2026-04-05,0.7471870926724391
2026-04-06,0.7481346169481157
2026-04-07,0.7499354877150674
2026-04-08,0.7538204299277227
2026-04-09,0.7453123129853942
2026-04-10,0.7487341533416036
2026-04-11,0.749125595628214
2026-04-12,0.7442732902873034
2026-04-13,0.7448734044557069
2026-04-14,0.7469462077271151
2026-04-15,0.7516195555558709
