Date,LSTM_Forecast_Close
2026-01-16,0.13259798
2026-01-17,0.13220142
2026-01-18,0.13197322
2026-01-19,0.13183776
2026-01-20,0.13175547
2026-01-21,0.13170451
2026-01-22,0.13167198
2026-01-23,0.13165036
2026-01-24,0.1316353
2026-01-25,0.13162377
2026-01-26,0.13161382
2026-01-27,0.1316044
2026-01-28,0.13159491
2026-01-29,0.13158512
2026-01-30,0.1315748
2026-01-31,0.13156404
2026-02-01,0.13155177
2026-02-02,0.13153821
2026-02-03,0.13152397
2026-02-04,0.13150848
2026-02-05,0.13149217
2026-02-06,0.1314752
2026-02-07,0.13145834
2026-02-08,0.13144138
2026-02-09,0.1314244
2026-02-10,0.13140734
2026-02-11,0.13139048
2026-02-12,0.13137396
2026-02-13,0.13135685
2026-02-14,0.13134006
2026-02-15,0.13132411
2026-02-16,0.13130796
2026-02-17,0.13129205
2026-02-18,0.13127637
2026-02-19,0.13126087
2026-02-20,0.13124558
2026-02-21,0.1312305
2026-02-22,0.1312156
2026-02-23,0.1312009
2026-02-24,0.13118634
2026-02-25,0.13117196
2026-02-26,0.13115774
2026-02-27,0.13114369
2026-02-28,0.1311298
2026-03-01,0.13111605
2026-03-02,0.13110246
2026-03-03,0.13108902
2026-03-04,0.13107572
2026-03-05,0.13106257
2026-03-06,0.13104957
2026-03-07,0.13103671
2026-03-08,0.13102399
2026-03-09,0.13101141
2026-03-10,0.13099895
2026-03-11,0.13098665
2026-03-12,0.13097447
2026-03-13,0.13096245
2026-03-14,0.13095053
2026-03-15,0.13093877
2026-03-16,0.1309271
2026-03-17,0.13091558
2026-03-18,0.13090418
2026-03-19,0.13089293
2026-03-20,0.1308818
2026-03-21,0.13087076
2026-03-22,0.13085985
2026-03-23,0.13084908
2026-03-24,0.13083841
2026-03-25,0.13082787
2026-03-26,0.13081744
2026-03-27,0.13080713
2026-03-28,0.13079692
2026-03-29,0.13078684
2026-03-30,0.13077685
2026-03-31,0.130767
2026-04-01,0.13075723
2026-04-02,0.13074759
2026-04-03,0.13073803
2026-04-04,0.13072859
2026-04-05,0.13071926
2026-04-06,0.13071002
2026-04-07,0.13070089
2026-04-08,0.13069186
2026-04-09,0.13068293
2026-04-10,0.1306741
2026-04-11,0.13066536
2026-04-12,0.13065672
2026-04-13,0.13064817
2026-04-14,0.13063972
2026-04-15,0.13063136
