Date,ARIMA_Forecast_Close
2026-01-16,928.5470080353372
2026-01-17,931.9601761589685
2026-01-18,933.2452288546937
2026-01-19,932.2341891475459
2026-01-20,931.8328542052851
2026-01-21,932.0342672751369
2026-01-22,932.175610801816
2026-01-23,932.1297538183417
2026-01-24,932.0880738822754
2026-01-25,932.0953792051795
2026-01-26,932.1078846505592
2026-01-27,932.1070418984715
2026-01-28,932.1035836409495
2026-01-29,932.1034278544091
2026-01-30,932.1043686474353
2026-01-31,932.1045055288392
2026-02-01,932.104263754057
2026-02-02,932.1042002581656
2026-02-03,932.1042601380306
2026-02-04,932.1042836769864
2026-02-05,932.1042697821674
2026-02-06,932.1042618597771
2026-02-07,932.1042648461057
2026-02-08,932.10426732548
2026-02-09,932.1042667680474
2026-02-10,932.1042660298989
2026-02-11,932.1042661056515
2026-02-12,932.1042663157033
2026-02-13,932.1042663169596
2026-02-14,932.1042662595272
2026-02-15,932.104266253183
2026-02-16,932.1042662682512
2026-02-17,932.1042662715664
2026-02-18,932.1042662677845
2026-02-19,932.1042662664809
2026-02-20,932.1042662673806
2026-02-21,932.1042662678318
2026-02-22,932.1042662676325
2026-02-23,932.104266267488
2026-02-24,932.1042662675275
2026-02-25,932.1042662675711
2026-02-26,932.1042662675649
2026-02-27,932.1042662675522
2026-02-28,932.1042662675526
2026-03-01,932.1042662675561
2026-03-02,932.1042662675563
2026-03-03,932.1042662675554
2026-03-04,932.1042662675553
2026-03-05,932.1042662675555
2026-03-06,932.1042662675557
2026-03-07,932.1042662675555
2026-03-08,932.1042662675555
2026-03-09,932.1042662675555
2026-03-10,932.1042662675555
2026-03-11,932.1042662675555
2026-03-12,932.1042662675555
2026-03-13,932.1042662675555
2026-03-14,932.1042662675555
2026-03-15,932.1042662675555
2026-03-16,932.1042662675555
2026-03-17,932.1042662675555
2026-03-18,932.1042662675555
2026-03-19,932.1042662675555
2026-03-20,932.1042662675555
2026-03-21,932.1042662675555
2026-03-22,932.1042662675555
2026-03-23,932.1042662675555
2026-03-24,932.1042662675555
2026-03-25,932.1042662675555
2026-03-26,932.1042662675555
2026-03-27,932.1042662675555
2026-03-28,932.1042662675555
2026-03-29,932.1042662675555
2026-03-30,932.1042662675555
2026-03-31,932.1042662675555
2026-04-01,932.1042662675555
2026-04-02,932.1042662675555
2026-04-03,932.1042662675555
2026-04-04,932.1042662675555
2026-04-05,932.1042662675555
2026-04-06,932.1042662675555
2026-04-07,932.1042662675555
2026-04-08,932.1042662675555
2026-04-09,932.1042662675555
2026-04-10,932.1042662675555
2026-04-11,932.1042662675555
2026-04-12,932.1042662675555
2026-04-13,932.1042662675555
2026-04-14,932.1042662675555
2026-04-15,932.1042662675555
