Date,Prophet_Forecast_Close
2025-12-22,5.944243568009329
2025-12-23,5.8782150907174895
2025-12-24,5.856096223180674
2025-12-25,5.799929576993185
2025-12-26,5.815461953834916
2025-12-27,5.797207990298671
2025-12-28,5.807292576790985
2025-12-29,5.822693655158648
2025-12-30,5.803102971344405
2025-12-31,5.824977950901188
2026-01-01,5.808654951429281
2026-01-02,5.8583034584938956
2026-01-03,5.867036722292503
2026-01-04,5.89579632107294
2026-01-05,5.920631042339471
2026-01-06,5.9005866139335605
2026-01-07,5.911778607887733
2026-01-08,5.874518149684797
2026-01-09,5.893269619440834
2026-01-10,5.86175571461895
2026-01-11,5.841827488821704
2026-01-12,5.810720138982336
2026-01-13,5.728911696429286
2026-01-14,5.674157792670304
2026-01-15,5.568573181162212
2026-01-16,5.518540421304804
2026-01-17,5.419762450683026
2026-01-18,5.336078114927174
2026-01-19,5.2466629397647155
2026-01-20,5.11383382777443
2026-01-21,5.017032349611665
2026-01-22,4.879858739616587
2026-01-23,4.8099383204214625
2026-01-24,4.703938253801153
2026-01-25,4.626354678602966
2026-01-26,4.5566933045596505
2026-01-27,4.457262699962584
2026-01-28,4.407155254604311
2026-01-29,4.329287987648775
2026-01-30,4.33028473189821
2026-01-31,4.305517151839089
2026-02-01,4.317923982837714
2026-02-02,4.345230672857463
2026-02-03,4.347787588894253
2026-02-04,4.402600536200349
2026-02-05,4.43042440420463
2026-02-06,4.53570003080082
2026-02-07,4.611650259161213
2026-02-08,4.719153089373421
2026-02-09,4.834012660785162
2026-02-10,4.914844861395572
2026-02-11,5.037150063774796
2026-02-12,5.12044270405524
2026-02-13,5.26821687914313
2026-02-14,5.37306322479979
2026-02-15,5.49555448869435
2026-02-16,5.611520281211634
2026-02-17,5.679927787432955
2026-02-18,5.776941165232047
2026-02-19,5.823029801351235
2026-02-20,5.922905270817019
2026-02-21,5.970603126494766
2026-02-22,6.028327964687248
2026-02-23,6.073683418238126
2026-02-24,6.06750513168829
2026-02-25,6.087870780014838
2026-02-26,6.057158666407743
2026-02-27,6.081936096134986
2026-02-28,6.057994955026712
2026-03-01,6.049154153977977
2026-03-02,6.034451686824886
2026-03-03,5.975945302903466
2026-03-04,5.952696628531957
2026-03-05,5.88781085198546
2026-03-06,5.888313540785568
2026-03-07,5.850182176733613
2026-03-08,5.837152010918153
2026-03-09,5.827918715924706
2026-03-10,5.783956366697166
2026-03-11,5.783524931611204
2026-03-12,5.7487385748903135
2026-03-13,5.785475391497758
2026-03-14,5.78844510808507
2026-03-15,5.820033229007152
2026-03-16,5.857542944483019
2026-03-17,5.861052170328453
2026-03-18,5.907458771586231
2026-03-19,5.91758420787721
2026-03-20,5.996115254988047
2026-03-21,6.036699493705092
