Date,Predicted_Close
2022-02-07,1.0464210996031762
2022-02-08,1.0241268557310104
2022-02-09,1.0300827983021736
2022-02-10,1.0003785172104835
2022-02-11,0.9329461005330085
2022-02-12,0.9165516427159309
2022-02-13,0.9118214529752732
2022-02-14,0.9126664918661117
2022-02-15,0.9408643636107444
2022-02-16,0.9599004259705544
2022-02-17,0.9172270619869232
2022-02-18,0.8953761684894562
2022-02-19,0.8954964709281922
2022-02-20,0.8748830932378769
2022-02-21,0.7992468336224556
2022-02-22,0.8038116940855979
2022-02-23,0.7829885473847389
2022-02-24,0.7789988127350808
2022-02-25,0.8019992968440056
2022-02-26,0.8286407923698426
2022-02-27,0.813314235508442
2022-02-28,0.8414020323753357
2022-03-01,0.8473552745580674
2022-03-02,0.8196228891611099
2022-03-03,0.8066828313469887
2022-03-04,0.7873812419176102
2022-03-05,0.771432176232338
2022-03-06,0.7567552632093429
2022-03-07,0.7356823980808258
2022-03-08,0.740166075527668
2022-03-09,0.7575091430544854
2022-03-10,0.7375835785269738
2022-03-11,0.7276138919591904
2022-03-12,0.7117602887749672
2022-03-13,0.6923281198740006
2022-03-14,0.7021803894639015
2022-03-15,0.7079154342412949
2022-03-16,0.7126995185017586
2022-03-17,0.7299230542778968
2022-03-18,0.7501076412200928
2022-03-19,0.7512185069918632
2022-03-20,0.7536507195234299
2022-03-21,0.7952383843064308
2022-03-22,0.8133943155407906
2022-03-23,0.8325709852576256
2022-03-24,0.8701513701677323
2022-03-25,0.894874983727932
2022-03-26,0.8991013222932815
2022-03-27,0.9349835598468781
2022-03-28,0.9136011755466461
2022-03-29,0.9233574944734574
2022-03-30,0.9228013256192207
2022-03-31,0.9236429587006569
2022-04-01,0.929062240421772
2022-04-02,0.9108583465218544
2022-04-03,0.925510305762291
2022-04-04,0.9020007035136223
2022-04-05,0.8568875584006309
2022-04-06,0.7889079895615577
2022-04-07,0.795639933347702
2022-04-08,0.7671692916750907
2022-04-09,0.7785959187150001
2022-04-10,0.7635496312379837
2022-04-11,0.7293158948421479
2022-04-12,0.7161118680238724
2022-04-13,0.7346380570530892
2022-04-14,0.726385371685028
2022-04-15,0.7260901615023613
2022-04-16,0.7454050087928772
2022-04-17,0.7228867015242577
2022-04-18,0.726193793118
2022-04-19,0.7515761142969132
2022-04-20,0.7373925736546516
2022-04-21,0.7303576448559761
2022-04-22,0.7244559130072594
2022-04-23,0.713245448321104
2022-04-24,0.7057096341252327
2022-04-25,0.7059529477357864
2022-04-26,0.6733321738243103
2022-04-27,0.6752441790699959
2022-04-28,0.6881808020174504
2022-04-29,0.6559892635047436
2022-04-30,0.6008500567078591
2022-05-01,0.5854156571626663
2022-05-02,0.5804639764130115
2022-05-03,0.6357571639120578
2022-05-04,0.6858037945628166
2022-05-05,0.64975748822093
2022-05-06,0.6482935218513012
2022-05-07,0.7083343097567558
2022-05-08,0.7163224855065345
2022-05-09,0.64404310464859
2022-05-10,0.5970911720395088
2022-05-11,0.5111954692006111
2022-05-12,0.4411859452724457
2022-05-13,0.43864540323615075
2022-05-14,0.45352244168519973
2022-05-15,0.47569810643792154
2022-05-16,0.4614663369953632
2022-05-17,0.4790698370337486
2022-05-18,0.4459430754184723
2022-05-19,0.4423135516047478
2022-05-20,0.4344585433602333
2022-05-21,0.43335469603538507
2022-05-22,0.4396343271434307
2022-05-23,0.4209689615666866
2022-05-24,0.4161573874950409
2022-05-25,0.39555719792842864
2022-05-26,0.3867656460404396
2022-05-27,0.36594076454639435
2022-05-28,0.3597233092784881
2022-05-29,0.37255716264247896
2022-05-30,0.40458077400922776
2022-05-31,0.41110538616776465
2022-06-01,0.3915508177876472
2022-06-02,0.3900599631667137
2022-06-03,0.38044613048434256
2022-06-04,0.3788357478380203
2022-06-05,0.38963561356067655
2022-06-06,0.4056744146347046
2022-06-07,0.3983590966463089
2022-06-08,0.4069576640427113
2022-06-09,0.39958147063851357
2022-06-10,0.37881199151277545
2022-06-11,0.35477844163775446
2022-06-12,0.33512868389487266
2022-06-13,0.3103339172899723
2022-06-14,0.3038643884658814
2022-06-15,0.3244151818752289
2022-06-16,0.3158531634509563
2022-06-17,0.30951095163822173
2022-06-18,0.3019975645840168
2022-06-19,0.3102521260082722
2022-06-20,0.318078346401453
2022-06-21,0.32170742124319074
2022-06-22,0.3197895386815071
2022-06-23,0.3305514471232891
2022-06-24,0.34829415708780287
2022-06-25,0.3497301684319973
2022-06-26,0.3392671068012714
2022-06-27,0.33064464017748835
2022-06-28,0.32052305445075036
2022-06-29,0.30508662551641463
2022-06-30,0.3108728140592575
2022-07-01,0.30870647296309467
2022-07-02,0.307368623316288
2022-07-03,0.30849281877279283
2022-07-04,0.31565365865826606
2022-07-05,0.3096056763827801
2022-07-06,0.3103090997040272
2022-07-07,0.31797070264816285
2022-07-08,0.3183969137072563
2022-07-09,0.3196667757630348
2022-07-10,0.3151388692855835
2022-07-11,0.3048234012722969
2022-07-12,0.29578359007835386
2022-07-13,0.3034057258069515
2022-07-14,0.3198721584677696
2022-07-15,0.3288545112311839
2022-07-16,0.33579529628157617
2022-07-17,0.33999263793230056
2022-07-18,0.35504853710532186
2022-07-19,0.3660446788370609
2022-07-20,0.3652796933054924
2022-07-21,0.34714773297309875
2022-07-22,0.3415908618271351
2022-07-23,0.3367146472632885
2022-07-24,0.33851604342460623
2022-07-25,0.3174717932939529
2022-07-26,0.3120060296356678
2022-07-27,0.32003162026405335
2022-07-28,0.3350814142823219
2022-07-29,0.3401613637804985
2022-07-30,0.3393426516652107
2022-07-31,0.3370643642544746
2022-08-01,0.34158580511808395
2022-08-02,0.33287867829203605
2022-08-03,0.3288527795672417
2022-08-04,0.33007161870598795
2022-08-05,0.3538559465110302
2022-08-06,0.35385268211364745
2022-08-07,0.3531211559474468
2022-08-08,0.3585570785403251
2022-08-09,0.3543284758925438
2022-08-10,0.3551558615267277
2022-08-11,0.36129136592149735
2022-08-12,0.36417617052793505
