Date,RF_Forecast_Close
2026-01-16,704.6985573231187
2026-01-17,703.1951605807159
2026-01-18,703.1184726082461
2026-01-19,703.6255335987877
2026-01-20,703.7510056746386
2026-01-21,703.7510056746386
2026-01-22,703.7510056746386
2026-01-23,703.7510056746386
2026-01-24,703.7510056746386
2026-01-25,703.7510056746386
2026-01-26,703.7510056746386
2026-01-27,703.7510056746386
2026-01-28,703.7510056746386
2026-01-29,703.7510056746386
2026-01-30,703.7510056746386
2026-01-31,703.7510056746386
2026-02-01,703.7510056746386
2026-02-02,703.7510056746386
2026-02-03,703.7510056746386
2026-02-04,703.7510056746386
2026-02-05,703.7510056746386
2026-02-06,703.7510056746386
2026-02-07,703.7510056746386
2026-02-08,703.7510056746386
2026-02-09,703.7510056746386
2026-02-10,703.7510056746386
2026-02-11,703.7510056746386
2026-02-12,703.7510056746386
2026-02-13,703.7510056746386
2026-02-14,703.7510056746386
2026-02-15,703.7510056746386
2026-02-16,703.7510056746386
2026-02-17,703.7510056746386
2026-02-18,703.7510056746386
2026-02-19,703.7510056746386
2026-02-20,703.7510056746386
2026-02-21,703.7510056746386
2026-02-22,703.7510056746386
2026-02-23,703.7510056746386
2026-02-24,703.7510056746386
2026-02-25,703.7510056746386
2026-02-26,703.7510056746386
2026-02-27,703.7510056746386
2026-02-28,703.7510056746386
2026-03-01,703.7510056746386
2026-03-02,703.7510056746386
2026-03-03,703.7510056746386
2026-03-04,703.7510056746386
2026-03-05,703.7510056746386
2026-03-06,703.7510056746386
2026-03-07,703.7510056746386
2026-03-08,703.7510056746386
2026-03-09,703.7510056746386
2026-03-10,703.7510056746386
2026-03-11,703.7510056746386
2026-03-12,703.7510056746387
2026-03-13,703.7510056746386
2026-03-14,703.7510056746386
2026-03-15,703.7510056746386
2026-03-16,703.7510056746386
2026-03-17,703.7510056746386
2026-03-18,703.7510056746386
2026-03-19,703.7510056746386
2026-03-20,703.7510056746386
2026-03-21,703.7510056746386
2026-03-22,703.7510056746386
2026-03-23,703.7510056746386
2026-03-24,703.7510056746386
2026-03-25,703.7510056746386
2026-03-26,703.7510056746386
2026-03-27,703.7510056746386
2026-03-28,703.7510056746386
2026-03-29,703.7510056746386
2026-03-30,703.7510056746386
2026-03-31,703.7510056746386
2026-04-01,703.7510056746386
2026-04-02,703.7510056746386
2026-04-03,703.7510056746386
2026-04-04,703.7510056746386
2026-04-05,703.7510056746386
2026-04-06,703.7510056746386
2026-04-07,703.7510056746386
2026-04-08,703.7510056746386
2026-04-09,703.7510056746386
2026-04-10,703.7510056746386
2026-04-11,703.7510056746386
2026-04-12,703.7510056746386
2026-04-13,703.7510056746386
2026-04-14,703.7510056746386
2026-04-15,703.7510056746386
