Date,Prophet_Forecast_Close
2025-12-21,173.5381852242409
2025-12-22,173.60598676129175
2025-12-23,173.9952361631194
2025-12-24,175.42695292955653
2025-12-25,175.88773078189007
2025-12-26,176.54559574900327
2025-12-27,177.706333065148
2025-12-28,179.16211904262653
2025-12-29,179.57746991015873
2025-12-30,180.24733822444952
2025-12-31,181.88670646599417
2026-01-01,182.47753619456518
2026-01-02,183.18474409462877
2026-01-03,184.3126099731518
2026-01-04,185.65345029663186
2026-01-05,185.87356772957813
2026-01-06,186.2713068571391
2026-01-07,187.5665664077835
2026-01-08,187.74762817932785
2026-01-09,187.98697691196114
2026-01-10,188.59752009951953
2026-01-11,189.38104617193582
2026-01-12,189.01393714790143
2026-01-13,188.80497221866074
2026-01-14,189.48457932883986
2026-01-15,189.05140199503649
2026-01-16,188.68786273594478
2026-01-17,188.71613912932244
2026-01-18,188.94639764854372
2026-01-19,188.06230760211707
2026-01-20,187.37867718713457
2026-01-21,187.63057343635776
2026-01-22,186.81979703820235
2026-01-23,186.13039605321356
2026-01-24,185.8846360204289
2026-01-25,185.89127186152504
2026-01-26,184.83114292182614
2026-01-27,184.01493095322286
2026-01-28,184.17243944406263
2026-01-29,183.29926081797677
2026-01-30,182.57251010280962
2026-01-31,182.30703632109288
2026-02-01,182.30395011843618
2026-02-02,181.2364816174131
2026-02-03,180.40800069468258
2026-02-04,180.5415504360854
2026-02-05,179.6267528141539
2026-02-06,178.8357580970963
2026-02-07,178.47964273724696
2026-02-08,178.35708852887996
2026-02-09,177.14035224152963
2026-02-10,176.13335423236185
2026-02-11,176.06123429889305
2026-02-12,174.9172326037656
2026-02-13,173.878567293429
2026-02-14,173.26271500535756
2026-02-15,172.8759298046273
2026-02-16,171.39901374535418
2026-02-17,170.14517268729384
2026-02-18,169.849311759383
2026-02-19,168.51463527375347
2026-02-20,167.3282303381286
2026-02-21,166.61704843491168
2026-02-22,166.19612880895565
2026-02-23,164.7540851597084
2026-02-24,163.6106973380766
2026-02-25,163.50597005474356
2026-02-26,162.4465303501672
2026-02-27,161.62104915631474
2026-02-28,161.35610626262644
2026-03-01,161.46434638860535
2026-03-02,160.62995042139022
2026-03-03,160.16626470460312
2026-03-04,160.80495015310547
2026-03-05,160.5425212908529
2026-03-06,160.5559575041637
2026-03-07,161.15880147458094
2026-03-08,162.1495869453164
2026-03-09,162.19761327434338
2026-03-10,162.60090217148957
2026-03-11,164.07569021849463
2026-03-12,164.60331862399528
2026-03-13,165.34619362047215
2026-03-14,166.6042235794214
2026-03-15,168.16356634525522
2026-03-16,168.6826960538462
2026-03-17,169.45061733087812
2026-03-18,171.17657385295865
2026-03-19,171.83710716985166
2026-03-20,172.59213485224146
